id,mean_dist_day,mean_over_speed,cluster_value
3.42E+09,184.29,7,3
3.42E+09,197.44,15,3
3.42E+09,170.72,7,3
3.42E+09,168.56,5,3
3.42E+09,168.22,9,3
3.42E+09,165.22,16,3
3.42E+09,143.37,10,3
3.42E+09,224.24,16,3
3.42E+09,173.49,8,3
3.42E+09,190.04,16,3
3.42E+09,178.39,11,3
3.42E+09,194.68,2,3
3.42E+09,170.72,1,3
3.42E+09,181.64,17,3
3.42E+09,207.34,9,3
3.42E+09,189.85,9,3
3.42E+09,142.83,5,3
3.42E+09,168.14,1,3
3.42E+09,161.94,9,3
3.42E+09,151.65,1,3
3.42E+09,177.29,10,3
3.42E+09,173.02,3,3
3.42E+09,182.6,10,3
3.42E+09,208.78,11,3
3.42E+09,160.5,14,3
3.42E+09,170.45,1,3
3.42E+09,164.37,7,3
3.42E+09,180.1,14,3
3.42E+09,192.31,12,3
3.42E+09,167.88,6,3
3.42E+09,231.57,13,3
3.42E+09,189.68,10,3
3.42E+09,192.61,10,3
3.42E+09,218.21,11,3
3.42E+09,168.88,14,3
3.42E+09,150,8,3
3.42E+09,178.17,10,3
3.42E+09,190.84,1,3
3.42E+09,211.34,15,3
3.42E+09,161.98,9,3
3.42E+09,208.42,7,3
3.42E+09,185.7,17,3
3.42E+09,165.15,9,3
3.42E+09,166.68,14,3
3.42E+09,213.12,3,3
3.42E+09,217.91,3,3
3.42E+09,159.47,22,3
3.42E+09,176.44,5,3
3.42E+09,173.35,6,3
3.42E+09,194.1,4,3
3.42E+09,176.01,16,3
3.42E+09,193.08,9,3
3.42E+09,180.84,21,3
3.42E+09,191.52,9,3
3.42E+09,141.96,15,3
3.42E+09,154.33,3,3
3.42E+09,185.15,10,3
3.42E+09,185.38,7,3
3.42E+09,208.96,18,3
3.42E+09,176.97,4,3
3.42E+09,162.58,1,3
3.42E+09,184.14,9,3
3.42E+09,154.74,1,3
3.42E+09,180.91,11,3
3.42E+09,184.74,1,3
3.42E+09,186.24,4,3
3.42E+09,181.3,11,3
3.42E+09,180.36,13,3
3.42E+09,163.72,6,3
3.42E+09,177.04,6,3
3.42E+09,154.59,19,3
3.42E+09,196.37,17,3
3.42E+09,219.84,15,3
3.42E+09,189.97,3,3
3.42E+09,168.09,5,3
3.42E+09,190.94,20,3
3.42E+09,192.12,16,3
3.42E+09,218.67,1,3
3.42E+09,188.26,14,3
3.42E+09,200.32,9,3
3.42E+09,188.22,12,3
3.42E+09,207.01,18,3
3.42E+09,173.38,11,3
3.42E+09,161.51,5,3
3.42E+09,169.75,5,3
3.42E+09,169.66,11,3
3.42E+09,150.46,14,3
3.42E+09,176.96,23,3
3.42E+09,200.62,8,3
3.42E+09,197.08,14,3
3.42E+09,196.95,11,3
3.42E+09,116.58,4,3
3.42E+09,174.58,5,3
3.42E+09,187.16,11,3
3.42E+09,184.46,4,3
3.42E+09,170.72,15,3
3.42E+09,168.24,10,3
3.42E+09,187.67,17,3
3.42E+09,218.58,9,3
3.42E+09,155.02,9,3
3.42E+09,153.84,9,3
3.42E+09,180.65,16,3
3.42E+09,168.76,7,3
3.42E+09,153.5,1,3
3.42E+09,159.53,15,3
3.42E+09,207.44,13,3
3.42E+09,229.3,15,3
3.42E+09,180.6,13,3
3.42E+09,165.09,4,3
3.42E+09,205.4,11,3
3.42E+09,171.19,10,3
3.42E+09,188.24,3,3
3.42E+09,189.25,7,3
3.42E+09,160.94,13,3
3.42E+09,185.58,3,3
3.42E+09,171.79,6,3
3.42E+09,179.7,9,3
3.42E+09,193.68,8,3
3.42E+09,195.95,4,3
3.42E+09,169.72,6,3
3.42E+09,207.05,13,3
3.42E+09,205.62,11,3
3.42E+09,166.64,11,3
3.42E+09,168.34,9,3
3.42E+09,185.5,13,3
3.42E+09,191.31,7,3
3.42E+09,140.59,3,3
3.42E+09,188.61,9,3
3.42E+09,167.46,11,3
3.42E+09,186.26,4,3
3.42E+09,188.34,18,3
3.42E+09,157.73,12,3
3.42E+09,175.69,16,3
3.42E+09,134.54,10,3
3.42E+09,190.28,10,3
3.42E+09,168.01,3,3
3.42E+09,188.49,11,3
3.42E+09,164.43,12,3
3.42E+09,186.42,14,3
3.42E+09,201.97,17,3
3.42E+09,201.38,1,3
3.42E+09,196.34,9,3
3.42E+09,171.64,16,3
3.42E+09,183.96,6,3
3.42E+09,192.31,8,3
3.42E+09,180.63,12,3
3.42E+09,194.13,11,3
3.42E+09,175.76,5,3
3.42E+09,163.89,8,3
3.42E+09,164.29,12,3
3.42E+09,170.9,15,3
3.42E+09,166.87,15,3
3.42E+09,164.77,6,3
3.42E+09,184.45,12,3
3.42E+09,191.82,7,3
3.42E+09,183.61,14,3
3.42E+09,171.42,4,3
3.42E+09,186.55,8,3
3.42E+09,200.37,6,3
3.42E+09,166.72,9,3
3.42E+09,192.38,10,3
3.42E+09,151.88,4,3
3.42E+09,196.56,1,3
3.42E+09,172.43,11,3
3.42E+09,169.64,9,3
3.42E+09,177.33,1,3
3.42E+09,156.76,15,3
3.42E+09,165.76,5,3
3.42E+09,176.43,11,3
3.42E+09,159.11,16,3
3.42E+09,186.67,15,3
3.42E+09,169.32,10,3
3.42E+09,177.78,11,3
3.42E+09,180.73,1,3
3.42E+09,202.18,1,3
3.42E+09,159.31,10,3
3.42E+09,166.8,10,3
3.42E+09,177.09,7,3
3.42E+09,170.6,3,3
3.42E+09,190.14,13,3
3.42E+09,201.05,9,3
3.42E+09,174.91,14,3
3.42E+09,168.01,15,3
3.42E+09,152.99,6,3
3.42E+09,145.17,15,3
3.42E+09,174.44,9,3
3.42E+09,181.52,14,3
3.42E+09,185.27,9,3
3.42E+09,176.37,11,3
3.42E+09,159.92,15,3
3.42E+09,150.21,1,3
3.42E+09,152.6,15,3
3.42E+09,197.71,9,3
3.42E+09,174.78,4,3
3.42E+09,156.2,4,3
3.42E+09,174.5,6,3
3.42E+09,210.4,10,3
3.42E+09,200.05,9,3
3.42E+09,164.96,5,3
3.42E+09,176.5,11,3
3.42E+09,192.86,21,3
3.42E+09,188.22,8,3
3.42E+09,178.57,17,3
3.42E+09,203.38,8,3
3.42E+09,192.32,14,3
3.42E+09,176.15,9,3
3.42E+09,156.61,20,3
3.42E+09,176.51,14,3
3.42E+09,190.66,7,3
3.42E+09,154.62,5,3
3.42E+09,162.97,15,3
3.42E+09,207.96,7,3
3.42E+09,176.65,11,3
3.42E+09,164.56,0,3
3.42E+09,203.41,7,3
3.42E+09,182.19,15,3
3.42E+09,201.68,16,3
3.42E+09,135.38,8,3
3.42E+09,153.45,1,3
3.42E+09,182.71,11,3
3.42E+09,177.44,4,3
3.42E+09,208.52,5,3
3.42E+09,175.58,11,3
3.42E+09,161.6,6,3
3.42E+09,168.09,12,3
3.42E+09,168.77,10,3
3.42E+09,158.86,14,3
3.42E+09,182.16,6,3
3.42E+09,199.42,8,3
3.42E+09,172.99,10,3
3.42E+09,182.44,10,3
3.42E+09,166.96,8,3
3.42E+09,153.58,12,3
3.42E+09,185.68,18,3
3.42E+09,214.8,20,3
3.42E+09,185.39,20,3
3.42E+09,169.35,19,3
3.42E+09,181.75,10,3
3.42E+09,159.89,17,3
3.42E+09,196.52,12,3
3.42E+09,169.65,14,3
3.42E+09,192.21,8,3
3.42E+09,180.29,20,3
3.42E+09,222.08,11,3
3.42E+09,165.1,13,3
3.42E+09,212.75,9,3
3.42E+09,170.64,13,3
3.42E+09,196.2,14,3
3.42E+09,189.99,12,3
3.42E+09,208.96,10,3
3.42E+09,219.39,1,3
3.42E+09,188.25,10,3
3.42E+09,187.13,12,3
3.42E+09,187.28,8,3
3.42E+09,192.74,13,3
3.42E+09,211.2,8,3
3.42E+09,189.88,9,3
3.42E+09,165.58,6,3
3.42E+09,191.88,7,3
3.42E+09,194.22,12,3
3.42E+09,167.22,2,3
3.42E+09,185.37,14,3
3.42E+09,203.8,22,3
3.42E+09,167.05,10,3
3.42E+09,177.48,19,3
3.42E+09,170.22,16,3
3.42E+09,209.76,18,3
3.42E+09,160.04,10,3
3.42E+09,176.17,5,3
3.42E+09,170.91,12,3
3.42E+09,176.14,5,3
3.42E+09,168.03,9,3
